brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11
ARMAND BASI,In Red,107.95,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",0,1,0.11406336853807672,15,Palis,er Rosemary,Oakmoss,White Musk,Amber,Vanilla,Praline,Woody notes,,,,,Lily,Jasmine,Violet Leaf,Rose,Blackcurrant,Pink Pepper,Peony,,,,,
Lattafa,Pure Oudi Liquid Gold,47.4,EDP,Unisex,Woody,Effervescent Citrus.,"Ylang-Ylang, Black Currant",2,2,0.04674819344080044,3,Effervescent Citrus.,,,,,,,,,,,,Ylang-Ylang,Black Currant,,,,,,,,,,
GUCCI,Guilty,213.95,EDT,Women,Floral,Lily and Wild Strawberry,Litchi,0,1,0.2319066147859922,3,Lily,Wild Strawberry,,,,,,,,,,,Litchi,,,,,,,,,,,
PACO RABANNE,One Million,319.0,EDT,Men,Woody,"Amber, Leather","Cinnamon, Rose",1,1,0.3486937187326292,4,Amber,Leather,,,,,,,,,,,Cinnamon,Rose,,,,,,,,,,
VERSACE,Bright Crystal,21.4,EDT,Women,Floral,"Plants, Musk And Red Woods","Lotus, Peony, Magnolia",0,1,0.017843246247915504,5,Plants,Musk  Red Woods,,,,,,,,,,,Lotus,Peony,Magnolia,,,,,,,,,
DORALL COLLECTION,DC Charged,14.95,EDT,Women,Woody,"Praline, Coconut Salt, Suede, Musk","Floral Notes, Apple",0,1,0.010672595886603669,6,Praline,Coconut Salt,Suede,Musk,,,,,,,,,Floral Notes,Apple,,,,,,,,,,
HUGO BOSS,Boss The Scent,133.0,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,1,1,0.14191217342968315,2,Leather,,,,,,,,,,,,Maninka Fruit  Lavender,,,,,,,,,,,
SWISS ARABIAN,Bakhoor Al Arais,15.0,EDP,Unisex,Arabian,"Amber, Palisander Rosewood","Cedar, Spicy",2,2,0.010728182323513063,5,Amber,Palis,er Rosewood,,,,,,,,,,Cedar,Spicy,,,,,,,,,,
PACO RABANNE,Invictus Intense,199.0,EDT,Men,Spicy,"Ambergris, Amber, Salt","Laurels, Whiskey",1,1,0.2152862701500834,5,Ambergris,Amber,Salt,,,,,,,,,,Laurels,Whiskey,,,,,,,,,,
Ferrari,Cedar Essence,106.0,EDP,Men,Woody,Patchouli And Amber,Marine And Watermelon,1,2,0.11189549749861034,2,Patchouli  Amber,,,,,,,,,,,,Marine  Watermelon,,,,,,,,,,,
J.CASANOVA,Plaisir,75.75,EDP,Women,Oriental,Amber,Musk,0,2,0.0782657031684269,2,Amber,,,,,,,,,,,,Musk,,,,,,,,,,,
DORALL COLLECTION,Islanders,9.0,EDT,Men,Woody,"Guaiac Wood, Oakmoss, Patchouli, Ambergris","Bay Leaf, Jasmine",1,1,0.00405780989438577,6,Guaiac Wood,Oakmoss,Patchouli,Ambergris,,,,,,,,,Bay Leaf,Jasmine,,,,,,,,,,
Calvin Klein,CK One,98.0,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar and Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley and Rose",2,1,0.10300166759310729,12,Salwood,Sandalwood,Amber,Musk,Cedar,Oakmoss,,,,,,,Nutmeg,Violet,Orris Root,Jasmine,Lily-Of-The-Valley,Rose,,,,,,
al raheeb,Oud Khurafi,36.0,EDP,Unisex,Fresh,"Cashmeran, Ambroxan, Musk",Woody,2,2,0.034074485825458585,4,Cashmeran,Ambroxan,Musk,,,,,,,,,,Woody,,,,,,,,,,,
Bill Blass,Nude Natural Spray Colo,79.45,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",0,1,0.08237909949972208,10,Salwood,Sandalwood,Musk,Orris Root,Vetiver,,,,,,,,Oakmoss,Jasmine,Ylang-Ylang,Rose,Narcissus,,,,,,,
PACO RABANNE,Black Xs Potion,162.0,EDT,Men,Woody,Labdanum Rum,Wormwood Cashmere Wood,1,1,0.17415230683713176,2,Labdanum Rum,,,,,,,,,,,,Wormwood Cashmere Wood,,,,,,,,,,,
JAGUAR,Vision III,120.0,EDT,Men,Woody,"Sandalwood, Patchouli, Tonka Bean, Cedar, Vanilla and Musk",Jasmine and Marine Notes,1,1,0.1274596998332407,9,Salwood,Sandalwood,Patchouli,Tonka Bean,Cedar,Vanilla,Musk,,,,,,Jasmine,Marine Notes,,,,,,,,,,
VERSACE,Crystal Noir,16.2,EDT,Women,Arabian,"Amber, Musk, Sandalwood","Orange Blossom, Gardenia, Peony",0,1,0.01206225680933852,7,Amber,Musk,Salwood,Sandalwood,,,,,,,,,Orange Blossom,Gardenia,Peony,,,,,,,,,
Al Rasasi,Dirham,45.9,EDP,Unisex,Floral,"Vanilla, Patchouli And Massoia Wood","Rose , Black Violet And Coca Flower",2,2,0.04508060033351862,4,Vanilla,Patchouli  Massoia Wood,,,,,,,,,,,Rose,Black Violet  Coca Flower,,,,,,,,,,
Roberto Cavalli,Florence,154.95,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",0,2,0.16631461923290716,6,Patchouli,Amber,Musk,,,,,,,,,,Orange Blossom,Hibiscus Seed,Grapefruit Blossom,,,,,,,,,
AZZARO,Chrome Legend,163.25,EDT,Men,Woody,"Warm Amber, Musk And Tonka Bean","Woodsy Notes Of Oakmoss, Vetiver, Cedar",1,1,0.1755419677598666,5,Warm Amber,Musk  Tonka Bean,,,,,,,,,,,Woodsy Notes Of Oakmoss,Vetiver,Cedar,,,,,,,,,
VERSACE,Crystal Noir,215.0,EDT,Women,Spicy,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",0,1,0.2330739299610895,8,Salwood,Sandalwood,Musk,Amber,,,,,,,,,Orange Blossom,Peony,Gardenia,Coconut,,,,,,,,
LANVIN,Eclat D'arpege,6.85,EDP,Women,Floral,Blackberry And Sensual Musk,"Musk, Chinese Osmanthus, Petitgrain, Cedar, Wisteria",0,2,0.0016675931072818232,6,Blackberry  Sensual Musk,,,,,,,,,,,,Musk,Chinese Osmanthus,Petitgrain,Cedar,Wisteria,,,,,,,
CHLOE,Love Story,221.9,EDP,Women,Floral,"Musk, Cedar, Cashmirwood And Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant And Peach",0,2,0.2407448582545859,7,Musk,Cedar,Cashmirwood  Patchouli,,,,,,,,,,Orange Blossom,Stephanotis,Rose,Black Currant  Peach,,,,,,,,
J.CASANOVA,Vivaldi,87.0,EDP,Women,Fresh,"Tonka Bean, Patchouli, Opoponax, Vanilla, Vetiver And White Musk","Mimosa, Jasmine, Turkish Rose And Ylang-Ylang",0,2,0.09077265147304059,8,Tonka Bean,Patchouli,Opoponax,Vanilla,Vetiver  White Musk,,,,,,,,Mimosa,Jasmine,Turkish Rose  Ylang-Ylang,,,,,,,,,
Dunhill,Desire Blue,68.0,EDT,Men,Fresh,"Tonka Bean, Musk, Amber And, Benzoin","Orange, Brazilian Rosewood And, Sea Notes",1,1,0.06964980544747082,7,Tonka Bean,Musk,Amber,Benzoin,,,,,,,,,Orange,Brazilian Rosewood,Sea Notes,,,,,,,,,
AZZARO,Chrome,121.0,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",1,1,0.1285714285714286,11,Salwood,Sandalwood,Tonka Bean,Musk,Oakmoss,Cedar,Brazilian Rosewood  Cardamom,,,,,,Cyclamen,Cori,er,Jasmine  Oakmoss,,,,,,,,
NINA RICCI,Premier Jour,136.45,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",0,2,0.14574763757643133,7,Salwood,Sandalwood,Musk,Vanilla,Woodsy Notes,,,,,,,,Orchid,Gardenia,,,,,,,,,,
Dorall,Blue Princess,11.85,EDT,Men,Oriental,"Musk, Patchouli","Woody, Vetiver",1,1,0.007226236798221234,4,Musk,Patchouli,,,,,,,,,,,Woody,Vetiver,,,,,,,,,,
HUGO BOSS,Boss The Scent,155.0,EDP,Women,Fruity,Cacao,Osmanthus,0,2,0.16637020566981658,2,Cacao,,,,,,,,,,,,Osmanthus,,,,,,,,,,,
AVON,Today Tomorrow Always,98.95,EDT,Men,Citrus,"Sandalwood, patchouli, amber",Anise,1,1,0.10405780989438577,5,Salwood,Sandalwood,patchouli,amber,,,,,,,,,Anise,,,,,,,,,,,
Lattafa,Oud Mood,42.55,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",2,2,0.04135630906058921,8,Musk,Incense,Amber,Resin,Woody,,,,,,,,Patchouli,Caramel,Agarwood,,,,,,,,,
MB,Tim Tom Leather Black,19.0,EDP,Men,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",1,2,0.015175097276264591,7,Rose,Vanilla,Ginger,,,,,,,,,,Pine,Cardamom,Lavender,Rosemary,,,,,,,,
LACOSTE,EDTTouch Of Pink For Wom,89.0,EDT,Women,Citrus,"Woody, Musk And Vanilla","Jasmine, Carrot, And Spicy Coriander",0,1,0.09299610894941635,6,Woody,Musk  Vanilla,,,,,,,,,,,Jasmine,Carrot,Spicy Cori,er,,,,,,,,
GUCCI,Guilty Absolute,230.0,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",1,2,0.24974986103390773,4,Woody Notes,Vetiver,,,,,,,,,,,Patchouli,Cypress,,,,,,,,,,
AMOUAGE,Epic,653.0,EDP,Women,Jasmine,"Rose, Geranium, Jasmine, Tea","Rose, Geranium, Jasmine, Tea",0,2,0.7200111172873819,8,Rose,Geranium,Jasmine,Tea,,,,,,,,,Rose,Geranium,Jasmine,Tea,,,,,,,,
VERSACE,Bright Crystal,169.95,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",0,1,0.1829905503057254,6,Amber,Musk,Mahogany,,,,,,,,,,Peony,Lotus,Magnolia,,,,,,,,,
MB,Sweetheart Rockstar,10.8,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",0,2,0.006058921623123959,7,Rose,Vanilla,Ginger,,,,,,,,,,Pine,Cardamom,Lavender,Rosemary,,,,,,,,
DAVIDOFF,Hot Water,76.95,EDT,Men,Arabian,"Styrax, Benzoin",Pimento and Patchouli,1,1,0.07959977765425237,4,Styrax,Benzoin,,,,,,,,,,,Pimento,Patchouli,,,,,,,,,,
ST Dupont,Passenger,103.0,EDT,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",1,1,0.1085603112840467,6,Guaiac Wood,Benzoin,,,,,,,,,,,Ginger,Cardamom,Pink Pepper,Lavender,,,,,,,,
HUGO BOSS,Ma Vie,137.55,EDP,Women,Floral,Cedar and Woody Notes,"Pink Freesia, Jasmine and Rose",0,2,0.14697053918843803,5,Cedar,Woody Notes,,,,,,,,,,,Pink Freesia,Jasmine,Rose,,,,,,,,,
Givenchy,Xeryus Rouge,214.4,EDT,Men,Woody,Cedar Wood,Red Pepper,1,1,0.23240689271817677,2,Cedar Wood,,,,,,,,,,,,Red Pepper,,,,,,,,,,,
TESORI D´ORIENTE,White Musk,39.95,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,1,1,0.038465814341300725,4,Aldehyde,Jasmine,White Flowers,,,,,,,,,,Rose,,,,,,,,,,,
STELLA MCCARTNEY,Stella,197.95,EDP,Women,Floral,Amber,Rose,0,2,0.2141189549749861,2,Amber,,,,,,,,,,,,Rose,,,,,,,,,,,
Alina Corel,For Ever,33.85,EDP,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",1,2,0.03168426903835464,6,Guaiac Wood,Benzoin,,,,,,,,,,,Ginger,Cardamom,Pink Pepper,Lavender,,,,,,,,
Mancera,Roses Vanille,248.8,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk",Rose and Sugar,0,2,0.27065036131183995,6,Cedar,Vanilla,Sugar,White Musk,,,,,,,,,Rose,Sugar,,,,,,,,,,
Mandarina Duck,Black,182.6,EDT,Men,Woody,"Vetiver,Patchouli","Tuberose,Orange Blossom,Musk",1,1,0.1970539188438021,5,Vetiver,Patchouli,,,,,,,,,,,Tuberose,Orange Blossom,Musk,,,,,,,,,
PACO RABANNE,1 Million,172.0,EDT,Men,Woody,"Leather, Woody Notes, Amber, Indian Patchouli","Rose, Cinnamon, Spicy Notes",1,1,0.18526959421901057,7,Leather,Woody Notes,Amber,Indian Patchouli,,,,,,,,,Rose,Cinnamon,Spicy Notes,,,,,,,,,
CHLOE,Chloe,157.35,EDT,Women,Floral,"Bourbon Vanilla, Sandal Wood And Tonka Bean","Night Queen Flower, Bulgarian Rose And Orange Flower",0,1,0.1689827682045581,5,Bourbon Vanilla,Salwood,al Wood  Tonka Bean,,,,,,,,,,Night Queen Flower,Bulgarian Rose  Orange Flower,,,,,,,,,,
Guerlain,L'Instant Magic,422.0,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",0,2,0.46320177876598106,4,Wood,Almond,,,,,,,,,,,Rose,Freesia,,,,,,,,,,
Dunhill,London,109.65,EDT,Men,Arabian,"Patchouli, Sandalwood, Tonka Bean, Vanilla And Musk","Rose, Geranium And Jasmine",1,1,0.11595330739299613,7,Patchouli,Salwood,Sandalwood,Tonka Bean,Vanilla  Musk,,,,,,,,Rose,Geranium  Jasmine,,,,,,,,,,
TRI,En Joy,9.9,EDT,Women,Floral,"Sandalwood, Cedar, Patchoulli, Musk, Benzoin","Rose, Jasmine, Cassis, Peach",0,1,0.005058365758754865,10,Salwood,Sandalwood,Cedar,Patchoulli,Musk,Benzoin,,,,,,,Rose,Jasmine,Cassis,Peach,,,,,,,,
Mancera,Roses Greedy,258.95,EDP,Unisex,Floral,"White Musk, Amber, Vanilla, Sugar, Benzoin","Rose, Jasmine, Flowers",2,2,0.2819344080044469,8,White Musk,Amber,Vanilla,Sugar,Benzoin,,,,,,,,Rose,Jasmine,Flowers,,,,,,,,,
DORALL COLLECTION,Oud Maaruf,11.49,EDT,Men,Arabian,"Sandalwood, musk, woody - amber, patchouli, oudh, dry woody-amber, amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",1,1,0.006826014452473597,17,Salwood,Sandalwood,musk,woody - amber,patchouli,oudh,dry woody-amber,amber,,,,,Rose,raspberry,dried fruits,ylang,geranium,jasmin,orris,muguet,saffron,,,
BURBERRY,Burberry Body Intense,152.45,EDP,Women,Fruity,"Cashmere Wood, Amber, Vanille, Musk","Rose, Sandalwood, Iris",0,2,0.16353529738743747,8,Cashmere Wood,Amber,Vanille,Musk,,,,,,,,,Rose,Salwood,Sandalwood,Iris,,,,,,,,
Dior,Sauvage,208.25,EDT,Men,Oriental,"Ceder, ambroxan, labdanum","Lavender, elemi, geranium, sichuan pepper",1,1,0.2255697609783213,7,Ceder,ambroxan,labdanum,,,,,,,,,,Lavender,elemi,geranium,sichuan pepper,,,,,,,,
Mancera,Roses Vanille,285.0,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",0,2,0.3108949416342412,6,Cedar,Vanilla,Sugar,White Musk,,,,,,,,,Rose,Sugar,,,,,,,,,,
Mancera,Roses Vanille,239.95,EDP,Women,Arabian,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",0,2,0.26081156197887717,6,Vanilla,Sugar,White Musk,Cedar,,,,,,,,,Rose,Sugar,,,,,,,,,,
Dunhill,Desire,84.25,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",1,1,0.08771539744302391,5,Vanilla,Musk,,,,,,,,,,,Rose,Teak Wood,Patchouli,,,,,,,,,
Gres,Cabotine,61.55,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk and Amber.","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet and Iris.",0,1,0.06247915508615897,15,Cedarwood,Vanilla,Tonka Bean,Cybet,Musk,Amber.,,,,,,,Rose,Tuberose,Ylang-Ylang,Ginger Lily,Hyacinth,Heliotrope,Freesia,Violet,Iris.,,,
Alina Corel,Monsieur Oud,30.95,EDP,Unisex,Musk,"Cedar, Musk","Rose, Water",2,2,0.028460255697609786,4,Cedar,Musk,,,,,,,,,,,Rose,Water,,,,,,,,,,
GIORGIO ARMANI,Si Passione EDP For Wo,235.45,EDT,Women,Floral,"Cedar,Vanilla,Patchouli","Rose,Jasmine,Heliotrope,Pineapple",0,1,0.25580878265703166,7,Cedar,Vanilla,Patchouli,,,,,,,,,,Rose,Jasmine,Heliotrope,Pineapple,,,,,,,,
BOUCHERON,Quatre,158.4,EDP,Women,Floral,"Golden Woods, Cedar, Cashmere, Musk, Vanilla and Caramel","Sambac Jasmine, rose,  Accords of Wild Strawberry, Peach and Apple",0,2,0.17015008337965537,11,Golden Woods,Cedar,Cashmere,Musk,Vanilla,Caramel,,,,,,,Sambac Jasmine,rose,Accords of Wild Strawberry,Peach,Apple,,,,,,,
Dior,Sauvage,208.25,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",1,1,0.2255697609783213,10,Ambroxan,Cedar,Labdanum,,,,,,,,,,Sichuan Pepper,Lavender,Pink Pepper,Vetiver,Geranium,Patchouli,Elemi,,,,,
CAROLINA HERRERA,212 Sexy,104.5,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Bourbon Vanilla, Musk, Amber","Subtle and Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Beans",1,1,0.11022790439132853,11,Sensual Oriental Character - Gaiac Wood,Salwood,Sandalwood,Bourbon Vanilla,Musk,Amber,,,,,,,Subtle,Spicy Sensuality - Green Pepper,Floral Petal,Cardamom,Tonka Beans,,,,,,,
GUCCI,Rush 2,361.0,EDT,Women,Floral,"Oakmoss, Musk, Black Currant","Lily, Gardenia, Plam Tree, Narcissus",0,1,0.39538632573652027,7,Oakmoss,Musk,Black Currant,,,,,,,,,,Lily,Gardenia,Plam Tree,Narcissus,,,,,,,,
BURBERRY,London,167.6,EDP,Women,Floral,"Sandalwood, Musk And Patchouli","Tiare Flower, Jasmine And Peony And Clementine Zest",0,2,0.18037798777098388,5,Salwood,Sandalwood,Musk  Patchouli,,,,,,,,,,Tiare Flower,Jasmine  Peony  Clementine Zest,,,,,,,,,,
Jean Paul GAULTIER,Scandal,354.95,EDP,Women,Floral,"Vanilla, Musk, And Labdanum","Tiare Flower, Jasmine, And Orange Blossom",0,2,0.38866036687048355,6,Vanilla,Musk,Labdanum,,,,,,,,,,Tiare Flower,Jasmine,Orange Blossom,,,,,,,,,
VERSACE,Eros,202.0,EDT,Men,Arabian,"Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss","Tonka Bean, Geranium, Ambroxan",1,1,0.21862145636464703,8,Madagascar Vanilla,Virginian Cedar,Atlas Cedar,Vetiver,Oakmoss,,,,,,,,Tonka Bean,Geranium,Ambroxan,,,,,,,,,
Yves Saint Laurent,Manifesto,207.85,EDP,Women,Floral,"Cedar, Sandalwood, Vanilla, Tonka Bean","Lily-Of-The-Valley, Jasmine Sambac",0,2,0.22512506948304614,7,Cedar,Salwood,Sandalwood,Vanilla,Tonka Bean,,,,,,,,Lily-Of-The-Valley,Jasmine Sambac,,,,,,,,,,
GUCCI,Bloom,325.65,EDP,Women,Floral,Rangoon Creeper,Tuberose,0,2,0.3560867148415786,2,Rangoon Creeper,,,,,,,,,,,,Tuberose,,,,,,,,,,,
GUCCI,Bloom,315.85,EDP,Women,Floral,Rangoon Creeper,Tuberose,0,2,0.3451917732073374,2,Rangoon Creeper,,,,,,,,,,,,Tuberose,,,,,,,,,,,
VERSACE,Crystal Noir,172.0,EDP,Women,Floral and Oriental,"Sandalwood, Cashmeran, Vanilla Pod And Heliotropine","Tuberose, Frangipani And Jasmine Dry",0,2,0.18526959421901057,6,Salwood,Sandalwood,Cashmeran,Vanilla Pod  Heliotropine,,,,,,,,,Tuberose,Frangipani  Jasmine Dry,,,,,,,,,,
GUCCI,Bloom Nettare Di Fiori,329.85,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",0,2,0.36075597554196775,6,Patchoulie,Musk,Schijnhulst,,,,,,,,,,Tuberose,Honeysuckle,Jasmine,,,,,,,,,
Givenchy,L'interdit,195.5,EDP,Women,Floral,Patchouli and Vetiver,"Tuberose, Jasmine and Orange Blossom",0,2,0.2113952195664258,5,Patchouli,Vetiver,,,,,,,,,,,Tuberose,Jasmine,Orange Blossom,,,,,,,,,
LACOSTE,Eau De lacoste,91.9,EDT,Men,Citrus,"Georgywood, Suede, Vetiver, Cedarwood","Tuberose, Olibanum, Ylang-Ylang",1,1,0.09622012229016122,7,Georgywood,Suede,Vetiver,Cedarwood,,,,,,,,,Tuberose,Olibanum,Ylang-Ylang,,,,,,,,,
Niya,Hawaiian Musk,49.0,EDP,Men,Woody,"Musk, Oakmoss, Vanilla","Moroccan Jasmine, Patchouli, Birch, Rose",1,2,0.04852695942190106,7,Musk,Oakmoss,Vanilla,,,,,,,,,,Moroccan Jasmine,Patchouli,Birch,Rose,,,,,,,,
Genie Collection,Premium,14.5,EDP,Unisex,Oriental,"Amber, Patchouli And Musk","Tuberose, Ylang-ylang And Jasmine",2,2,0.010172317954419122,4,Amber,Patchouli  Musk,,,,,,,,,,,Tuberose,Ylang-ylang  Jasmine,,,,,,,,,,
GUESS,Homme,98.0,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber And Musk","Vanilla Orchid, Violet Leaves And Vetiver",1,1,0.10300166759310729,6,Patchouli,Salwood,Sandalwood,Amber  Musk,,,,,,,,,Vanilla Orchid,Violet Leaves  Vetiver,,,,,,,,,,
Niya,Prive Maison Sandalwood,99.0,EDP,Men,Woody,"Sandalwood, Vanilla, Musk","Muguet, Violet, Tuberose",1,2,0.10411339633129517,7,Salwood,Sandalwood,Vanilla,Musk,,,,,,,,,Muguet,Violet,Tuberose,,,,,,,,,
Lattafa,Ana Abiyedh Leather,47.9,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",1,2,0.047304057809894384,5,Tonka Bean,Guaiac Wood,,,,,,,,,,,Vanilla,Cardamom,Saffron,,,,,,,,,
Roberto Cavalli,Just Cavalli,101.95,EDT,Men,Woody,Leather,Vetiver,1,1,0.10739299610894942,2,Leather,,,,,,,,,,,,Vetiver,,,,,,,,,,,
Givenchy,Pour Homme,117.85,EDT,Men,Spicy,"Labdanum, Cedar","Vetiver, Lavender Extract",1,1,0.12506948304613674,4,Labdanum,Cedar,,,,,,,,,,,Vetiver,Lavender Extract,,,,,,,,,,
MONTBLANC,Emblem,146.6,EDT,Men,Spicy,"Tonka Bean, And Woody Notes",Violet Leaf And Cinnamon,1,1,0.15703168426903835,3,Tonka Bean,Woody Notes,,,,,,,,,,,Violet Leaf  Cinnamon,,,,,,,,,,,
MONTBLANC,Emblem Intense,127.5,EDT,Men,Spicy,"Patchouli, Tonka Beans, Velvet, Woody Notes","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",1,1,0.13579766536964982,9,Patchouli,Tonka Beans,Velvet,Woody Notes,,,,,,,,,Violet Leaf,Apple,Rose,Cinnamon,Nutmeg,,,,,,,
MONTBLANC,Emblem,146.55,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",1,1,0.15697609783212899,4,Woody Notes,Tonka Bean,,,,,,,,,,,Violet Leaf,Cinnamon,,,,,,,,,,
HUGO BOSS,Nuit,162.0,EDP,Women,Floral,"Sandalwood, Crystal Moss And Warm Woods","Violet, Jasmin And White Florals",0,2,0.17415230683713176,5,Salwood,Sandalwood,Crystal Moss  Warm Woods,,,,,,,,,,Violet,Jasmin  White Florals,,,,,,,,,,
Elizabeth Taylor,White Diamonds,118.85,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood and Amber","Violet, Rose, Jasmine and Ylang-Ylang,",0,1,0.12618121178432462,11,Oak Moss,Patchouli,Musk,Salwood,Sandalwood,Amber,,,,,,,Violet,Rose,Jasmine,Ylang-Ylang,,,,,,,,
DAVIDOFF,Adventure,79.6,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk",Warm Spices Of Wild Aromatic Black Sesame And South American Pimento,1,1,0.08254585881045025,4,Vetiver,Ceder,WhiteMusk,,,,,,,,,,Warm Spices Of Wild Aromatic Black Sesame  South American Pimento,,,,,,,,,,,
Givenchy,L'Interdit EDP For Wo,206.55,EDT,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",0,1,0.2236798221234019,7,Vetiver,Patchouli,Ambroxan,Vanilla,,,,,,,,,Orange Blossom,Jasmine,Tuberose,,,,,,,,,
Dolce & Gabbana,3 L'Imperatrice,156.75,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",0,1,0.16831573096164537,5,Citrus Wood,Musks  S,Sandalwood,,,,,,,,,,Watermelon,Cyclamen  Jasmine,,,,,,,,,,
Roberto,Paradiso Assoluto,127.65,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",0,2,0.135964424680378,8,Patchouli,Salwood,Sandalwood,Vanilla,Cashmeran,,,,,,,,Wild Jasmine,Red Lily,Passionfruit,,,,,,,,,
Roberto Cavalli,Paradiso Assoluto,139.0,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",0,2,0.14858254585881045,8,Patchouli,Salwood,Sandalwood,Vanilla,Cashmeran,,,,,,,,Wild Jasmine,Red Lily,Passionfruit,,,,,,,,,
Roberto Cavalli,Paradiso Azzuro,175.0,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach and Rose Tuberose",0,2,0.1886047804335742,10,Cypress,Cashmere Wood,Amberwood,Salwood,Sandalwood,,,,,,,,Wild Jasmine,Watery Notes,Apple,Peach,Rose Tuberose,,,,,,,
Roberto Cavalli,Paradiso Azzurro,165.0,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",0,2,0.1774874930516954,12,Cypress,Cashmere Wood,Amber wood,Salwood,Sandalwood,Vanilla,,,,,,,Wild Jasmine,Watery Notes,Apple,Tuberose,Peach,Rose,,,,,,
GUESS,Dare,75.0,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",0,1,0.077431906614786,5,Coconut Accords,Wood,Musk,,,,,,,,,,Wild Rose,Elegant Jasmine,,,,,,,,,,
